question,answer,tags,score,accepted_answer,url
How to get the identity of an inserted row?,"@@IDENTITY returns the last identity value generated for any table in the current session, across all scopes. You need to be careful here , since it's across scopes.  You could get a value from a trigger, instead of your current statement. SCOPE_IDENTITY() returns the last identity value generated for any table in the current session and the current scope. Generally what you want to use . IDENT_CURRENT('tableName') returns the last identity value generated for a specific table in any session and any scope.  This lets you specify which table you want the value from, in case the two above aren't quite what you need ( very rare ).  Also, as @ Guy Starbuck mentioned, ""You could use this if you want to get the current IDENTITY value for a table that you have not inserted a record into."" The OUTPUT clause of the INSERT statement will let you access every row that was inserted via that statement.  Since it's scoped to the specific statement, it's more straightforward than the other functions above.  However, it's a little more verbose (you'll need to insert into a table variable/temp table and then query that) and it gives results even in an error scenario where the statement is rolled back.  That said, if your query uses a parallel execution plan, this is the only guaranteed method for getting the identity (short of turning off parallelism). However, it is executed before triggers and cannot be used to return trigger-generated values.","sql,sql-server,t-sql",1393,42655,https://stackoverflow.com/questions/42648/how-to-get-the-identity-of-an-inserted-row
Retrieving the last record in each group - MySQL,"MySQL 8.0 now supports windowing functions , like almost all popular SQL implementations. With this standard syntax, we can write greatest-n-per-group queries: WITH ranked_messages AS (
  SELECT m.*, ROW_NUMBER() OVER (PARTITION BY name ORDER BY id DESC) AS rn
  FROM messages AS m
)
SELECT * FROM ranked_messages WHERE rn = 1; This and other approaches to finding groupwise maximal rows are illustrated in the MySQL manual. Below is the original answer I wrote for this question in 2009: I write the solution this way: SELECT m1.*
FROM messages m1 LEFT JOIN messages m2
 ON (m1.name = m2.name AND m1.id < m2.id)
WHERE m2.id IS NULL; Regarding performance, one solution or the other can be better, depending on the nature of your data. So you should test both queries and use the one that is better at performance given your database. For example, I have a copy of the StackOverflow August data dump .  I'll use that for benchmarking.  There are 1,114,357 rows in the Posts table.  This is running on MySQL 5.0.75 on my Macbook Pro 2.40GHz. I'll write a query to find the most recent post for a given user ID (mine). First using the technique shown by @Eric with the GROUP BY in a subquery: SELECT p1.postid
FROM Posts p1
INNER JOIN (SELECT pi.owneruserid, MAX(pi.postid) AS maxpostid
            FROM Posts pi GROUP BY pi.owneruserid) p2
  ON (p1.postid = p2.maxpostid)
WHERE p1.owneruserid = 20860;

1 row in set (1 min 17.89 sec) Even the EXPLAIN analysis takes over 16 seconds: +----+-------------+------------+--------+----------------------------+-------------+---------+--------------+---------+-------------+
| id | select_type | table      | type   | possible_keys              | key         | key_len | ref          | rows    | Extra       |
+----+-------------+------------+--------+----------------------------+-------------+---------+--------------+---------+-------------+
|  1 | PRIMARY     | <derived2> | ALL    | NULL                       | NULL        | NULL    | NULL         |   76756 |             | 
|  1 | PRIMARY     | p1         | eq_ref | PRIMARY,PostId,OwnerUserId | PRIMARY     | 8       | p2.maxpostid |       1 | Using where | 
|  2 | DERIVED     | pi         | index  | NULL                       | OwnerUserId | 8       | NULL         | 1151268 | Using index | 
+----+-------------+------------+--------+----------------------------+-------------+---------+--------------+---------+-------------+
3 rows in set (16.09 sec) Now produce the same query result using my technique with LEFT JOIN : SELECT p1.postid
FROM Posts p1 LEFT JOIN posts p2
  ON (p1.owneruserid = p2.owneruserid AND p1.postid < p2.postid)
WHERE p2.postid IS NULL AND p1.owneruserid = 20860;

1 row in set (0.28 sec) The EXPLAIN analysis shows that both tables are able to use their indexes: +----+-------------+-------+------+----------------------------+-------------+---------+-------+------+--------------------------------------+
| id | select_type | table | type | possible_keys              | key         | key_len | ref   | rows | Extra                                |
+----+-------------+-------+------+----------------------------+-------------+---------+-------+------+--------------------------------------+
|  1 | SIMPLE      | p1    | ref  | OwnerUserId                | OwnerUserId | 8       | const | 1384 | Using index                          | 
|  1 | SIMPLE      | p2    | ref  | PRIMARY,PostId,OwnerUserId | OwnerUserId | 8       | const | 1384 | Using where; Using index; Not exists | 
+----+-------------+-------+------+----------------------------+-------------+---------+-------+------+--------------------------------------+
2 rows in set (0.00 sec) Here's the DDL for my Posts table: CREATE TABLE `posts` (
  `PostId` bigint(20) unsigned NOT NULL auto_increment,
  `PostTypeId` bigint(20) unsigned NOT NULL,
  `AcceptedAnswerId` bigint(20) unsigned default NULL,
  `ParentId` bigint(20) unsigned default NULL,
  `CreationDate` datetime NOT NULL,
  `Score` int(11) NOT NULL default '0',
  `ViewCount` int(11) NOT NULL default '0',
  `Body` text NOT NULL,
  `OwnerUserId` bigint(20) unsigned NOT NULL,
  `OwnerDisplayName` varchar(40) default NULL,
  `LastEditorUserId` bigint(20) unsigned default NULL,
  `LastEditDate` datetime default NULL,
  `LastActivityDate` datetime default NULL,
  `Title` varchar(250) NOT NULL default '',
  `Tags` varchar(150) NOT NULL default '',
  `AnswerCount` int(11) NOT NULL default '0',
  `CommentCount` int(11) NOT NULL default '0',
  `FavoriteCount` int(11) NOT NULL default '0',
  `ClosedDate` datetime default NULL,
  PRIMARY KEY  (`PostId`),
  UNIQUE KEY `PostId` (`PostId`),
  KEY `PostTypeId` (`PostTypeId`),
  KEY `AcceptedAnswerId` (`AcceptedAnswerId`),
  KEY `OwnerUserId` (`OwnerUserId`),
  KEY `LastEditorUserId` (`LastEditorUserId`),
  KEY `ParentId` (`ParentId`),
  CONSTRAINT `posts_ibfk_1` FOREIGN KEY (`PostTypeId`) REFERENCES `posttypes` (`PostTypeId`)
) ENGINE=InnoDB; Note to commenters: If you want another benchmark with a different version of MySQL, a different dataset, or different table design, feel free to do it yourself. I have shown the technique above. Stack Overflow is here to show you how to do software development work, not to do all the work for you.","mysql,sql,group-by,greatest-n-per-group,groupwise-maximum",1365,1313293,https://stackoverflow.com/questions/1313120/retrieving-the-last-record-in-each-group-mysql
Get list of all tables in Oracle?,"SELECT owner, table_name
  FROM dba_tables This is assuming that you have access to the DBA_TABLES data dictionary view.  If you do not have those privileges but need them, you can request that the DBA explicitly grants you privileges on that table, or, that the DBA grants you the SELECT ANY DICTIONARY privilege or the SELECT_CATALOG_ROLE role (either of which would allow you to query any data dictionary table).  Of course, you may want to exclude certain schemas like SYS and SYSTEM which have large numbers of Oracle tables that you probably don't care about. Alternatively, if you do not have access to DBA_TABLES , you can see all the tables that your account has access to through the ALL_TABLES view: SELECT owner, table_name
  FROM all_tables Although, that may be a subset of the tables available in the database ( ALL_TABLES shows you the information for all the tables that your user has been granted access to). If you are only concerned with the tables that you own, not those that you have access to, you could use USER_TABLES : SELECT table_name
  FROM user_tables Since USER_TABLES only has information about the tables that you own, it does not have an OWNER column – the owner, by definition, is you. Oracle also has a number of legacy data dictionary views-- TAB , DICT , TABS , and CAT for example-- that could be used.  In general, I would not suggest using these legacy views unless you absolutely need to backport your scripts to Oracle 6.  Oracle has not changed these views in a long time so they often have problems with newer types of objects.  For example, the TAB and CAT views both show information about tables that are in the user's recycle bin while the [DBA|ALL|USER]_TABLES views all filter those out. CAT also shows information about materialized view logs with a TABLE_TYPE of ""TABLE"" which is unlikely to be what you really want. DICT combines tables and synonyms and doesn't tell you who owns the object.","sql,oracle-database",1235,205746,https://stackoverflow.com/questions/205736/get-list-of-all-tables-in-oracle
Insert into a MySQL table or update if exists,"Use INSERT ... ON DUPLICATE KEY UPDATE QUERY: INSERT INTO table (id, name, age) VALUES(1, ""A"", 19) ON DUPLICATE KEY UPDATE    
name=""A"", age=19","mysql,sql,insert-update,upsert",1187,4205207,https://stackoverflow.com/questions/4205181/insert-into-a-mysql-table-or-update-if-exists
Search text in stored procedure in SQL Server,"Escape the square brackets: ...
WHERE m.definition Like '%\[ABD\]%' ESCAPE '\' Then the square brackets will be treated as a string literals not as wild cards.","sql,sql-server,stored-procedures",1166,14704157,https://stackoverflow.com/questions/14704105/search-text-in-stored-procedure-in-sql-server
When should I use CROSS APPLY over INNER JOIN?,"Can anyone give me a good example of when CROSS APPLY makes a difference in those cases where INNER JOIN will work as well? See the article in my blog for detailed performance comparison: INNER JOIN vs. CROSS APPLY CROSS APPLY works better on things that have no simple JOIN condition. This one selects 3 last records from t2 for each record from t1 : SELECT  t1.*, t2o.*
FROM    t1
CROSS APPLY
        (
        SELECT  TOP 3 *
        FROM    t2
        WHERE   t2.t1_id = t1.id
        ORDER BY
                t2.rank DESC
        ) t2o It cannot be easily formulated with an INNER JOIN condition. You could probably do something like that using CTE 's and window function: WITH    t2o AS
        (
        SELECT  t2.*, ROW_NUMBER() OVER (PARTITION BY t1_id ORDER BY rank) AS rn
        FROM    t2
        )
SELECT  t1.*, t2o.*
FROM    t1
INNER JOIN
        t2o
ON      t2o.t1_id = t1.id
        AND t2o.rn <= 3 , but this is less readable and probably less efficient. Update: Just checked. master is a table of about 20,000,000 records with a PRIMARY KEY on id . This query: WITH    q AS
        (
        SELECT  *, ROW_NUMBER() OVER (ORDER BY id) AS rn
        FROM    master
        ),
        t AS 
        (
        SELECT  1 AS id
        UNION ALL
        SELECT  2
        )
SELECT  *
FROM    t
JOIN    q
ON      q.rn <= t.id runs for almost 30 seconds, while this one: WITH    t AS 
        (
        SELECT  1 AS id
        UNION ALL
        SELECT  2
        )
SELECT  *
FROM    t
CROSS APPLY
        (
        SELECT  TOP (t.id) m.*
        FROM    master m
        ORDER BY
                id
        ) q is instant.","sql,sql-server,performance,t-sql,cross-apply",1165,1139231,https://stackoverflow.com/questions/1139160/when-should-i-use-cross-apply-over-inner-join
Save PL/pgSQL output from PostgreSQL to a CSV file,"Do you want the resulting file on the server, or on the client? Server side If you want something easy to re-use or automate, you can use Postgresql's built in COPY command. e.g. Copy (Select * From foo) To '/tmp/test.csv' With CSV DELIMITER ',' HEADER; This approach runs entirely on the remote server - it can't write to your local PC. It also needs to be run as a Postgres ""superuser"" (normally called ""root"") because Postgres can't stop it doing nasty things with that machine's local filesystem. That doesn't actually mean you have to be connected as a superuser (automating that would be a security risk of a different kind), because you can use the SECURITY DEFINER option to CREATE FUNCTION to make a function which runs as though you were a superuser . The crucial part is that your function is there to perform additional checks, not just by-pass the security - so you could write a function which exports the exact data you need, or you could write something which can accept various options as long as they meet a strict whitelist. You need to check two things: Which files should the user be allowed to read/write on disk? This might be a particular directory, for instance, and the filename might have to have a suitable prefix or extension. Which tables should the user be able to read/write in the database? This would normally be defined by GRANT s in the database, but the function is now running as a superuser, so tables which would normally be ""out of bounds"" will be fully accessible. You probably don’t want to let someone invoke your function and add rows on the end of your “users” table… I've written a blog post expanding on this approach , including some examples of functions that export (or import) files and tables meeting strict conditions. Client side The other approach is to do the file handling on the client side , i.e. in your application or script. The Postgres server doesn't need to know what file you're copying to, it just spits out the data and the client puts it somewhere. The underlying syntax for this is the COPY TO STDOUT command, and graphical tools like pgAdmin will wrap it for you in a nice dialog. The psql command-line client has a special ""meta-command"" called \copy , which takes all the same options as the ""real"" COPY , but is run inside the client: \copy (Select * From foo) To '/tmp/test.csv' With CSV DELIMITER ',' HEADER Note that there is no terminating ; , because meta-commands are terminated by newline, unlike SQL commands. From the docs : Do not confuse COPY with the psql instruction \copy. \copy invokes COPY FROM STDIN or COPY TO STDOUT, and then fetches/stores the data in a file accessible to the psql client. Thus, file accessibility and access rights depend on the client rather than the server when \copy is used. Your application programming language may also have support for pushing or fetching the data, but you cannot generally use COPY FROM STDIN / TO STDOUT within a standard SQL statement, because there is no way of connecting the input/output stream. PHP's PostgreSQL handler ( not PDO) includes very basic pg_copy_from and pg_copy_to functions which copy to/from a PHP array, which may not be efficient for large data sets.","sql,postgresql,csv,postgresql-copy",1162,1517692,https://stackoverflow.com/questions/1517635/save-pl-pgsql-output-from-postgresql-to-a-csv-file
Join vs. sub-query,"Taken from the MySQL manual ( 13.2.10.11 Rewriting Subqueries as Joins ): A LEFT [OUTER] JOIN can be faster than an equivalent subquery because the server might be able to optimize it better—a fact that is not specific to MySQL Server alone. So subqueries can be slower than LEFT [OUTER] JOIN , but in my opinion their strength is slightly higher readability.","sql,mysql,subquery,join",1149,39588846,https://stackoverflow.com/questions/2577174/join-vs-sub-query
Parameterize an SQL IN clause,"Here's a quick-and-dirty technique I have used: SELECT * FROM Tags
WHERE '|ruby|rails|scruffy|rubyonrails|'
LIKE '%|' + Name + '|%' So here's the C# code: string[] tags = new string[] { ""ruby"", ""rails"", ""scruffy"", ""rubyonrails"" };
const string cmdText = ""select * from tags where '|' + @tags + '|' like '%|' + Name + '|%'"";

using (SqlCommand cmd = new SqlCommand(cmdText)) {
   cmd.Parameters.AddWithValue(""@tags"", string.Join(""|"", tags);
} Two caveats: The performance is terrible. LIKE ""%...%"" queries are not indexed. Make sure you don't have any | , blank, or null tags or this won't work There are other ways to accomplish this that some people may consider cleaner, so please keep reading.","sql,sql-server-2008,parameters",1149,337817,https://stackoverflow.com/questions/337704/parameterize-an-sql-in-clause
INNER JOIN ON vs WHERE clause,"INNER JOIN is ANSI syntax that you should use. It is generally considered more readable, especially when you join lots of tables. It can also be easily replaced with an OUTER JOIN whenever a need arises. The WHERE syntax is more relational model oriented. A result of two tables JOIN ed is a cartesian product of the tables to which a filter is applied which selects only those rows with joining columns matching. It's easier to see this with the WHERE syntax. As for your example, in MySQL (and in SQL generally) these two queries are synonyms. Also, note that MySQL also has a STRAIGHT_JOIN clause. Using this clause, you can control the JOIN order: which table is scanned in the outer loop and which one is in the inner loop. You cannot control this in MySQL using WHERE syntax.","sql,mysql,join,inner-join",1140,1018825,https://stackoverflow.com/questions/1018822/inner-join-on-vs-where-clause
How can I do &#39;insert if not exists&#39; in MySQL?,"Use INSERT IGNORE INTO table . There's also INSERT … ON DUPLICATE KEY UPDATE syntax, and you can find explanations in 13.2.6.2 INSERT ... ON DUPLICATE KEY UPDATE Statement . Post from bogdan.org.ua according to Google's webcache : 18th October 2007 To start: as of the latest MySQL, syntax presented in the title is not
possible. But there are several very easy ways to accomplish what is
expected using existing functionality. There are 3 possible solutions: using INSERT IGNORE, REPLACE, or
INSERT … ON DUPLICATE KEY UPDATE. Imagine we have a table: CREATE TABLE `transcripts` (
`ensembl_transcript_id` varchar(20) NOT NULL,
`transcript_chrom_start` int(10) unsigned NOT NULL,
`transcript_chrom_end` int(10) unsigned NOT NULL,
PRIMARY KEY (`ensembl_transcript_id`)
) ENGINE=InnoDB DEFAULT CHARSET=latin1; Now imagine that we have an automatic pipeline importing transcripts
meta-data from Ensembl, and that due to various reasons the pipeline
might be broken at any step of execution. Thus, we need to ensure two
things: repeated executions of the pipeline will not destroy our
> database repeated executions will not die due to ‘duplicate
> primary key’ errors. Method 1: using REPLACE It’s very simple: REPLACE INTO `transcripts`
SET `ensembl_transcript_id` = 'ENSORGT00000000001',
`transcript_chrom_start` = 12345,
`transcript_chrom_end` = 12678; If the record exists, it will be overwritten; if it does not yet
exist, it will be created. However, using this method isn’t efficient
for our case: we do not need to overwrite existing records, it’s fine
just to skip them. Method 2: using INSERT IGNORE Also very simple: INSERT IGNORE INTO `transcripts`
SET `ensembl_transcript_id` = 'ENSORGT00000000001',
`transcript_chrom_start` = 12345,
`transcript_chrom_end` = 12678; Here, if the ‘ensembl_transcript_id’ is already present in the
database, it will be silently skipped (ignored). (To be more precise,
here’s a quote from MySQL reference manual: “If you use the IGNORE
keyword, errors that occur while executing the INSERT statement are
treated as warnings instead. For example, without IGNORE, a row that
duplicates an existing UNIQUE index or PRIMARY KEY value in the table
causes a duplicate-key error and the statement is aborted.”.) If the
record doesn’t yet exist, it will be created. This second method has several potential weaknesses, including
non-abortion of the query in case any other problem occurs (see the
manual). Thus it should be used if previously tested without the
IGNORE keyword. Method 3: using INSERT … ON DUPLICATE KEY UPDATE: Third option is to use INSERT … ON DUPLICATE KEY UPDATE syntax, and in the UPDATE part just do nothing do some meaningless
(empty) operation, like calculating 0+0 (Geoffray suggests doing the
id=id assignment for the MySQL optimization engine to ignore this
operation). Advantage of this method is that it only ignores duplicate
key events, and still aborts on other errors. As a final notice: this post was inspired by Xaprb. I’d also advise to
consult his other post on writing flexible SQL queries.","sql,mysql,sql-insert,primary-key,unique-constraint",1104,1361368,https://stackoverflow.com/questions/1361340/how-can-i-do-insert-if-not-exists-in-mysql
How can I get column names from a table in SQL Server?,"You can obtain this information and much, much more by querying the Information Schema views . This sample query: SELECT *
FROM INFORMATION_SCHEMA.COLUMNS
WHERE TABLE_NAME = N'Customers' Can be made over all these DB objects: CHECK_CONSTRAINTS COLUMN_DOMAIN_USAGE COLUMN_PRIVILEGES COLUMNS CONSTRAINT_COLUMN_USAGE CONSTRAINT_TABLE_USAGE DOMAIN_CONSTRAINTS DOMAINS KEY_COLUMN_USAGE PARAMETERS REFERENTIAL_CONSTRAINTS ROUTINES ROUTINE_COLUMNS SCHEMATA TABLE_CONSTRAINTS TABLE_PRIVILEGES TABLES VIEW_COLUMN_USAGE VIEW_TABLE_USAGE VIEWS","sql,sql-server,sql-server-2008,t-sql",1077,1054988,https://stackoverflow.com/questions/1054984/how-can-i-get-column-names-from-a-table-in-sql-server
Reset identity seed after deleting records in SQL Server,"The DBCC CHECKIDENT management command is used to reset identity counter. The command syntax is: DBCC CHECKIDENT (table_name [, { NORESEED | { RESEED [, new_reseed_value ]}}])
[ WITH NO_INFOMSGS ] Example: DBCC CHECKIDENT ('[TestTable]', RESEED, 0);
GO It was not supported in previous versions of the Azure SQL Database but is supported now. Thanks to Solomon Rutzky the docs for the command are now fixed.","sql,sql-server,database,sql-server-2008,azure-sql-database",1069,21824729,https://stackoverflow.com/questions/21824478/reset-identity-seed-after-deleting-records-in-sql-server
SQL SELECT WHERE field contains words,"Rather slow, but working method to include any of words: SELECT * FROM mytable
WHERE column1 LIKE '%word1%'
   OR column1 LIKE '%word2%'
   OR column1 LIKE '%word3%' If you need all words to be present, use this: SELECT * FROM mytable
WHERE column1 LIKE '%word1%'
  AND column1 LIKE '%word2%'
  AND column1 LIKE '%word3%' If you want something faster, you need to look into full text search, and this is very specific for each database type.","sql,select,contains",1061,14290878,https://stackoverflow.com/questions/14290857/sql-select-where-field-contains-words
Function vs. Stored Procedure in SQL Server,"Functions are computed values and cannot perform permanent environmental changes to SQL Server (i.e., no INSERT or UPDATE statements allowed). A function can be used inline in SQL statements if it returns a scalar value or can be joined upon if it returns a result set. A point worth noting from comments, which summarize the answer. Thanks to @Sean K Anderson: Functions follow the computer-science definition in that they MUST return a value and cannot alter the data they receive as parameters
(the arguments). Functions are not allowed to change anything, must
have at least one parameter, and they must return a value. Stored
procs do not have to have a parameter, can change database objects,
and do not have to return a value.","sql,sql-server,t-sql,stored-procedures,sql-function",1029,1179778,https://stackoverflow.com/questions/1179758/function-vs-stored-procedure-in-sql-server
How can I list all foreign keys referencing a given table in SQL Server?,"Not sure why no one suggested but I use sp_fkeys to query foreign keys for a given table: EXEC sp_fkeys 'TableName' You can also specify the schema: EXEC sp_fkeys @pktable_name = 'TableName', @pktable_owner = 'dbo' Without specifying the schema, the docs state the following: If pktable_owner is not specified, the default table visibility rules
  of the underlying DBMS apply. In SQL Server, if the current user owns a table with the specified
  name, that table's columns are returned. If pktable_owner is not
  specified and the current user does not own a table with the specified
  pktable_name, the procedure looks for a table with the specified
  pktable_name owned by the database owner. If one exists, that table's
  columns are returned.","sql,sql-server,t-sql",1018,12956348,https://stackoverflow.com/questions/483193/how-can-i-list-all-foreign-keys-referencing-a-given-table-in-sql-server
SQL JOIN: what is the difference between WHERE clause and ON clause?,"They are not the same thing. Consider these queries: SELECT *
FROM Orders
LEFT JOIN OrderLines ON OrderLines.OrderID=Orders.ID
WHERE Orders.ID = 12345 and SELECT *
FROM Orders
LEFT JOIN OrderLines ON OrderLines.OrderID=Orders.ID 
    AND Orders.ID = 12345 The first will return a single order and its lines, if any, for order number 12345 . The second will return all orders , but only order 12345 will have any lines associated with it. With an INNER JOIN , the clauses are effectively equivalent. However, just because they are functionally the same, in that they produce the same results, does not mean the two kinds of clauses have the same semantic meaning.","sql,join,where-clause,on-clause",996,354094,https://stackoverflow.com/questions/354070/sql-join-what-is-the-difference-between-where-clause-and-on-clause
SQL multiple column ordering,"ORDER BY column1 DESC, column2 This sorts everything by column1 (descending) first, and then by column2 (ascending, which is the default) whenever the column1 fields for two or more rows are equal.","sql,sorting,sql-order-by,multiple-columns",966,2051176,https://stackoverflow.com/questions/2051162/sql-multiple-column-ordering
How to Join to first row,"SELECT  Orders.OrderNumber, LineItems2.Quantity, LineItems2.Description
FROM    Orders
CROSS APPLY
        (
        SELECT  TOP 1 LineItems.Quantity, LineItems.Description
        FROM    LineItems
        WHERE   LineItems.OrderID = Orders.OrderID
        ) LineItems2 For SQL Server versions prior to 2005, you need to use an INNER JOIN instead of a CROSS APPLY : SELECT   Orders.OrderNumber, LineItems.Quantity, LineItems.Description
FROM     Orders
JOIN     LineItems
ON       LineItems.LineItemGUID =
         (
         SELECT  TOP 1 LineItemGUID 
         FROM    LineItems
         WHERE   OrderID = Orders.OrderID
         ) Please note that TOP 1 without ORDER BY is not deterministic: this query you will get you one line item per order, but it is not defined which one will it be. Multiple invocations of the query can give you different line items for the same order, even if the underlying did not change. If you want deterministic order, you should add an ORDER BY clause to the innermost query. Example sqlfiddle","sql,sql-server,t-sql,sql-server-2000",964,2043290,https://stackoverflow.com/questions/2043259/how-to-join-to-first-row
"How can I SELECT rows with MAX(Column value), PARTITION by another column in MYSQL?","You are so close!  All you need to do is select BOTH the home and its max date time, then join back to the topten table on BOTH fields: SELECT tt.*
FROM topten tt
INNER JOIN
    (SELECT home, MAX(datetime) AS MaxDateTime
    FROM topten
    GROUP BY home) groupedtt 
ON tt.home = groupedtt.home 
AND tt.datetime = groupedtt.MaxDateTime","mysql,sql,max,distinct,greatest-n-per-group",920,612268,https://stackoverflow.com/questions/612231/how-can-i-select-rows-with-maxcolumn-value-partition-by-another-column-in-mys
Should I use != or &lt;&gt; for not equal in T-SQL?,Technically they function the same if you’re using SQL Server AKA T-SQL.  If you're using it in stored procedures there is no performance reason to use one over the other. It then comes down to personal preference. I prefer to use <> as it is ANSI compliant. You can find links to the various ANSI standards at... http://en.wikipedia.org/wiki/SQL,"sql,sql-server,t-sql",919,723317,https://stackoverflow.com/questions/723195/should-i-use-or-for-not-equal-in-t-sql
How can I do a FULL OUTER JOIN in MySQL?,"You don't have full joins in MySQL, but you can sure emulate them . For a code sample transcribed from this Stack Overflow question you have: With two tables t1, t2: SELECT * FROM t1
LEFT JOIN t2 ON t1.id = t2.id
UNION
SELECT * FROM t1
RIGHT JOIN t2 ON t1.id = t2.id The query above works for special cases where a full outer join operation would not produce any duplicate rows. The query above depends on the UNION set operator to remove duplicate rows introduced by the query pattern.  We can avoid introducing duplicate rows by using an anti-join pattern for the second query, and then use a UNION ALL set operator to combine the two sets. In the more general case, where a full outer join would return duplicate rows, we can do this: SELECT * FROM t1
LEFT JOIN t2 ON t1.id = t2.id
UNION ALL
SELECT * FROM t1
RIGHT JOIN t2 ON t1.id = t2.id
WHERE t1.id IS NULL","sql,mysql,join,outer-join,full-outer-join",913,4796911,https://stackoverflow.com/questions/4796872/how-can-i-do-a-full-outer-join-in-mysql
DateTime2 vs DateTime in SQL Server,"The MSDN documentation for datetime recommends using datetime2 . Here is their recommendation: Use the time , date , datetime2 and datetimeoffset data types for new
  work. These types align with the SQL
  Standard. They are more portable. time , datetime2 and datetimeoffset provide more seconds precision. datetimeoffset provides time zone
  support for globally deployed
  applications. datetime2 has larger date range, a larger default fractional precision, and optional user-specified precision. Also depending on the user-specified precision it may use less storage.","sql,sql-server,t-sql,datetime,datetime2",910,1884088,https://stackoverflow.com/questions/1334143/datetime2-vs-datetime-in-sql-server
Count(*) vs Count(1) - SQL Server,"There is no difference. Reason: Books on-line says "" COUNT ( { [ [ ALL | DISTINCT ] expression ] | * } ) "" ""1"" is a non-null expression: so it's the same as COUNT(*) .
The optimizer recognizes it for what it is: trivial. The same as EXISTS (SELECT * ... or EXISTS (SELECT 1 ... Example: SELECT COUNT(1) FROM dbo.tab800krows
SELECT COUNT(1),FKID FROM dbo.tab800krows GROUP BY FKID

SELECT COUNT(*) FROM dbo.tab800krows
SELECT COUNT(*),FKID FROM dbo.tab800krows GROUP BY FKID Same IO, same plan, the works Edit, Aug 2011 Similar question on DBA.SE . Edit, Dec 2011 COUNT(*) is mentioned specifically in ANSI-92 (look for "" Scalar expressions 125 "") Case: a) If COUNT(*) is specified, then the result is the cardinality of T. That is, the ANSI standard recognizes it as bleeding obvious what you mean. COUNT(1) has been optimized out by RDBMS vendors because of this superstition. Otherwise it would be evaluated as per ANSI b) Otherwise, let TX be the single-column table that is the
                result of applying the <value expression> to each row of T
                and eliminating null values. If one or more null values are
                eliminated, then a completion condition is raised: warning-","sql,sql-server,performance",905,1221649,https://stackoverflow.com/questions/1221559/count-vs-count1-sql-server
How do I get the query builder to output its raw SQL query as a string?,"To output to the screen the last queries ran you can use this: \DB::enableQueryLog(); // Enable query log

// Your Eloquent query executed by using get()

dd(\DB::getQueryLog()); // Show results of log I believe the most recent queries will be at the bottom of the array. You will have something like that: array(1) {
  [0]=>
  array(3) {
    [""query""]=>
    string(21) ""select * from ""users""""
    [""bindings""]=>
    array(0) {
    }
    [""time""]=>
    string(4) ""0.92""
  }
} (Thanks to Joshua's comment below.)","php,sql,laravel,eloquent,laravel-query-builder",879,18236656,https://stackoverflow.com/questions/18236294/how-do-i-get-the-query-builder-to-output-its-raw-sql-query-as-a-string
How can I temporarily disable a foreign key constraint in MySQL?,Try DISABLE KEYS or SET FOREIGN_KEY_CHECKS=0; Make sure to SET FOREIGN_KEY_CHECKS=1; after.,"python,sql,mysql,django,django-models",865,15501754,https://stackoverflow.com/questions/15501673/how-can-i-temporarily-disable-a-foreign-key-constraint-in-mysql
SQL update query using joins,"UPDATE im
SET mf_item_number = gm.SKU --etc
FROM item_master im
JOIN group_master gm
    ON im.sku = gm.sku 
JOIN Manufacturer_Master mm
    ON gm.ManufacturerID = mm.ManufacturerID
WHERE im.mf_item_number like 'STA%' AND
      gm.manufacturerID = 34 To make it clear... The UPDATE clause can refer to an table alias specified in the FROM clause. So im in this case is valid Generic example UPDATE A
SET foo = B.bar
FROM TableA A
JOIN TableB B
    ON A.col1 = B.colx
WHERE ...","sql,sql-server,t-sql,sql-server-2005,sql-update",844,982947,https://stackoverflow.com/questions/982919/sql-update-query-using-joins
Rename column SQL Server 2008,"Use sp_rename EXEC sp_RENAME 'TableName.OldColumnName' , 'NewColumnName', 'COLUMN' See: SQL SERVER – How to Rename a Column Name or Table Name Documentation: sp_rename (Transact-SQL) For your case it would be: EXEC sp_RENAME 'table_name.old_name', 'new_name', 'COLUMN' Remember to use single quotes to enclose your values.","sql,sql-server,sql-server-2008,alter-table",822,16296669,https://stackoverflow.com/questions/16296622/rename-column-sql-server-2008
